campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
76,2022-01-18,92,29,602,401,91.3,34,5266
77,2022-01-08,81,18,600,403,124.65,13,289
78,2022-01-22,9,12,600,401,187.57,6,339
79,2022-01-22,43,15,602,403,110.33,36,5220
80,2022-01-25,40,20,603,401,148.96,24,1200
81,2022-01-29,56,81,600,402,53.57,19,307
82,2022-01-26,54,88,604,403,179.92,28,2108
83,2022-01-13,78,55,603,400,58.65,14,9604
84,2022-01-20,90,77,603,401,153.01,50,7800
85,2022-01-16,77,9,602,401,160.25,16,2376
86,2022-01-01,88,50,600,400,102.6,22,327
87,2022-01-21,36,60,600,401,147.11,8,134
88,2022-01-20,64,71,600,403,172.61,17,309
89,2022-01-20,23,2,603,403,150.8,47,5853
90,2022-01-17,71,88,603,401,151.37,34,3650
91,2022-01-01,85,93,603,401,134.62,44,9635
92,2022-01-04,88,15,602,401,113.64,12,9114
93,2022-01-15,18,88,603,401,111.68,34,7558
94,2022-01-17,39,69,600,403,158.03,7,309
95,2022-01-06,45,99,602,403,138.23,34,2354
96,2022-01-15,45,83,600,403,82.96,22,294
97,2022-01-05,12,38,602,401,176.87,46,4907
98,2022-01-22,67,56,604,401,174.64,17,9676
99,2022-01-29,13,21,600,401,109.45,14,309
100,2022-01-06,74,93,600,403,143.24,16,170
101,2022-01-29,55,34,602,401,111.34,18,4904
102,2022-01-19,36,65,602,400,121.88,32,3149
103,2022-01-15,5,98,603,400,89.75,40,8084
104,2022-01-29,75,23,600,402,184.09,23,227
105,2022-01-04,64,14,600,402,189.76,11,174
106,2022-01-13,73,39,600,402,100.66,7,183
107,2022-01-04,63,65,600,400,147.59,6,250
108,2022-01-04,94,20,604,401,183.74,28,7566
109,2022-01-01,4,48,600,400,123.11,12,348
110,2022-01-18,42,70,603,402,137.64,29,5828
111,2022-01-03,57,100,600,401,109.95,14,170
112,2022-01-09,22,1,603,402,167.17,51,5056
113,2022-01-14,13,77,600,403,50.54,7,254
114,2022-01-02,22,3,604,402,132.94,37,2148
115,2022-01-08,11,15,600,401,108.18,12,140
116,2022-01-23,80,40,602,403,50.19,54,1169
117,2022-01-21,74,31,600,401,138.37,8,192
118,2022-01-17,20,73,602,401,142.86,35,591
119,2022-01-11,37,11,600,402,63.06,17,286
120,2022-01-20,75,63,602,401,103.82,27,1706
121,2022-01-15,21,9,600,403,71.66,13,137
122,2022-01-02,97,69,600,403,71.21,19,251
123,2022-01-19,68,17,600,403,115.12,16,208
124,2022-01-11,90,71,600,403,117.8,10,179
125,2022-01-26,11,68,604,400,97.04,50,9826
126,2022-01-15,83,78,602,400,136.63,54,5532
127,2022-01-04,62,55,600,402,100.95,16,133
128,2022-01-01,62,70,600,400,141.54,16,128
129,2022-01-20,76,89,600,402,148.28,11,209
130,2022-01-27,77,40,600,403,105.11,13,172
131,2022-01-05,14,86,600,402,66.77,7,249
132,2022-01-06,75,57,600,403,90.22,10,203
133,2022-01-03,83,58,600,403,98.31,22,211
134,2022-01-27,30,29,600,400,87.43,12,230
135,2022-01-06,63,3,602,403,131.41,19,1637
136,2022-01-17,68,76,600,402,105.86,10,307
137,2022-01-21,1,76,603,400,133.76,37,5481
138,2022-01-16,98,29,600,400,134.93,19,318
139,2022-01-22,66,91,603,402,186.79,15,4928
140,2022-01-05,82,81,603,403,55.18,53,4694
141,2022-01-16,29,8,603,400,142.56,43,1985
142,2022-01-11,45,30,602,402,147.23,42,4314
143,2022-01-23,32,9,603,400,154.5,12,5712
144,2022-01-21,32,5,600,403,174.86,17,291
145,2022-01-13,89,10,600,400,155.86,13,127
146,2022-01-22,69,36,603,401,76.83,15,3570
147,2022-01-04,81,86,600,403,164.92,22,294
148,2022-01-09,54,70,604,402,178.51,30,8675
149,2022-01-06,90,17,602,401,144.94,12,4427
150,2022-01-29,20,93,600,402,129.75,12,154
151,2022-01-13,9,74,600,403,143.62,15,325
152,2022-01-01,100,32,600,402,121.98,6,200
153,2022-01-28,25,53,604,400,171.7,49,7019
154,2022-01-21,81,25,600,403,184.91,12,283
155,2022-01-17,67,85,603,400,181.76,27,9196
156,2022-01-03,96,56,600,401,81.8,6,169
157,2022-01-21,89,53,600,402,134.48,15,223
158,2022-01-19,83,94,600,402,183.49,17,251
159,2022-01-13,92,84,602,403,184.13,12,769
160,2022-01-25,61,83,603,400,118.24,31,3484
161,2022-01-09,98,13,602,403,114.89,32,675
162,2022-01-26,57,8,600,401,80.18,13,121
163,2022-01-03,30,44,600,400,101.44,7,253
164,2022-01-27,65,14,604,400,118.15,31,1356
165,2022-01-06,1,32,604,400,105.86,19,7493
166,2022-01-03,33,25,600,400,126.01,11,173
167,2022-01-26,84,58,602,401,163.36,46,5942
168,2022-01-28,35,18,602,400,81.07,29,618
169,2022-01-27,89,55,600,400,112.46,23,225
170,2022-01-26,31,60,600,402,143.92,15,123
171,2022-01-18,10,10,600,403,53.11,11,173
172,2022-01-24,56,71,600,401,120.08,20,340
173,2022-01-17,44,84,602,402,121.41,13,8625
174,2022-01-27,35,70,600,400,52.54,17,310
175,2022-01-08,90,12,600,403,105.11,19,265
176,2022-01-01,42,31,600,403,70.27,9,337
177,2022-01-10,67,63,600,402,103.63,13,163
178,2022-01-29,19,52,600,401,60.2,9,281
179,2022-01-18,33,22,600,402,184.08,12,321
180,2022-01-20,76,50,600,403,130.79,22,309
181,2022-01-15,64,101,600,402,71.22,22,347
182,2022-01-16,11,37,600,401,177.78,13,133
183,2022-01-25,31,94,600,403,185.26,23,214
184,2022-01-14,28,72,602,401,67.04,27,6314
185,2022-01-04,62,85,602,400,177.71,50,3329
186,2022-01-19,34,92,602,402,82.67,46,4232
187,2022-01-17,68,63,600,402,92.83,18,167
188,2022-01-12,37,38,600,400,84.0,23,134
189,2022-01-19,38,8,600,400,102.66,17,319
190,2022-01-24,72,70,603,401,87.89,21,4844
191,2022-01-10,74,8,600,400,173.25,16,325
192,2022-01-09,37,8,600,402,164.15,12,334
193,2022-01-27,48,62,600,402,61.52,9,309
194,2022-01-23,11,68,602,400,181.91,23,7668
195,2022-01-07,50,21,604,401,110.81,17,3369
196,2022-01-17,43,8,600,401,156.67,21,159
197,2022-01-18,56,11,600,402,155.4,20,332
198,2022-01-17,37,9,600,402,143.96,7,327
199,2022-01-14,49,87,600,401,146.31,6,356
200,2022-01-18,24,52,600,400,161.89,8,201
201,2022-01-06,75,73,600,401,82.29,9,230
202,2022-01-29,92,77,600,402,138.05,10,172
203,2022-01-08,66,11,600,402,148.21,18,143
204,2022-01-29,27,75,600,403,135.16,7,273
205,2022-01-16,89,41,604,400,134.06,46,4604
206,2022-01-25,78,34,603,403,177.87,13,7170
207,2022-01-27,85,27,604,401,88.81,55,2944
208,2022-01-14,86,86,602,401,163.49,25,3840
209,2022-01-20,21,92,600,401,71.83,17,336
210,2022-01-09,51,34,602,400,126.24,49,4481
211,2022-01-19,70,51,603,402,187.33,36,1754
212,2022-01-20,36,17,603,401,87.51,37,7196
213,2022-01-06,64,86,600,403,149.75,17,307
214,2022-01-25,44,59,603,402,183.89,22,6018
215,2022-01-06,33,41,600,401,115.09,19,243
216,2022-01-28,53,10,600,401,155.92,21,356
217,2022-01-12,17,80,604,402,58.63,14,476
218,2022-01-09,10,73,600,400,51.52,13,160
219,2022-01-03,3,10,604,402,159.37,27,2534
220,2022-01-15,28,69,603,400,143.02,44,6539
221,2022-01-13,56,28,600,402,64.16,22,276
222,2022-01-24,87,17,600,402,182.86,5,134
223,2022-01-10,10,9,604,403,188.57,35,2514
224,2022-01-01,38,32,600,402,170.42,8,164
225,2022-01-13,65,21,602,400,80.02,46,1105
226,2022-01-22,31,57,602,400,155.33,47,2279
227,2022-01-24,39,70,603,402,131.93,37,8312
228,2022-01-25,15,91,600,403,175.43,22,184
229,2022-01-20,59,84,600,402,75.31,13,208
230,2022-01-04,33,86,600,400,108.33,15,190
231,2022-01-27,69,39,603,402,123.72,55,6984
232,2022-01-28,56,85,603,403,107.47,29,5747
233,2022-01-25,19,14,600,403,151.16,8,128
234,2022-01-18,94,18,602,401,111.91,52,8808
235,2022-01-06,14,34,600,400,129.25,14,207
236,2022-01-27,13,14,600,401,83.67,18,248
237,2022-01-15,28,20,600,401,57.35,10,355
238,2022-01-02,80,78,603,400,106.79,13,9733
239,2022-01-06,90,27,602,400,168.55,54,9787
240,2022-01-06,74,92,600,401,60.83,19,255
241,2022-01-20,74,88,603,400,105.61,40,2317
242,2022-01-07,79,82,600,401,167.31,5,335
243,2022-01-11,13,65,602,402,169.09,46,6606
244,2022-01-05,97,63,600,402,136.79,13,182
245,2022-01-02,19,7,600,402,186.25,21,258
246,2022-01-26,63,55,600,403,65.26,10,200
247,2022-01-01,7,6,600,402,127.95,21,255
248,2022-01-21,13,99,602,402,127.88,46,9095
249,2022-01-16,89,17,600,400,129.28,8,282
250,2022-01-19,55,34,600,403,147.86,14,282
251,2022-01-18,89,57,602,400,88.6,12,3508
252,2022-01-13,17,71,602,401,119.73,21,5181
253,2022-01-26,74,91,604,402,66.77,37,4326
254,2022-01-28,6,55,600,401,71.8,21,152
255,2022-01-08,49,15,600,401,99.35,11,242
256,2022-01-19,28,89,600,401,57.46,9,124
257,2022-01-02,32,70,602,402,54.8,32,3658
258,2022-01-16,99,5,602,400,142.11,22,4624
259,2022-01-12,52,48,603,403,59.21,50,9762
260,2022-01-27,86,75,603,403,99.54,33,466
261,2022-01-15,67,71,602,402,181.68,17,9165
262,2022-01-11,81,19,600,400,85.82,16,353
263,2022-01-15,7,6,602,402,100.29,36,407
264,2022-01-09,71,40,600,401,131.12,10,350
265,2022-01-21,73,6,604,403,156.33,30,2166
266,2022-01-21,11,46,600,400,110.38,22,160
267,2022-01-21,24,32,603,402,119.03,39,7198
268,2022-01-22,50,86,600,400,181.07,21,147
269,2022-01-03,29,100,600,401,99.64,5,254
270,2022-01-29,21,53,602,402,71.93,50,4469
271,2022-01-11,66,80,603,403,55.57,25,2581
272,2022-01-01,76,96,602,400,58.9,25,8048
273,2022-01-29,87,20,602,400,57.98,27,208
274,2022-01-07,57,31,603,403,94.82,33,5113
275,2022-01-29,49,21,600,402,100.32,15,320
276,2022-01-09,47,23,600,402,106.36,20,191
277,2022-01-08,60,4,604,401,172.87,38,9452
278,2022-01-09,39,23,600,400,114.19,5,131
279,2022-01-23,93,43,602,403,145.64,20,3510
280,2022-01-13,22,101,600,400,188.74,8,281
281,2022-01-06,13,86,604,402,157.87,24,736
282,2022-01-11,6,95,600,401,77.86,16,152
283,2022-01-18,54,35,602,400,136.31,15,8299
284,2022-01-27,51,21,600,400,102.96,14,167
285,2022-01-04,55,14,602,401,184.02,24,1708
286,2022-01-05,83,49,600,401,141.59,12,270
287,2022-01-19,59,61,602,402,115.47,50,3834
288,2022-01-13,95,29,602,401,161.4,41,3081
289,2022-01-18,94,26,604,402,167.83,31,1233
290,2022-01-21,75,59,600,403,163.52,6,181
291,2022-01-04,50,30,600,403,59.11,12,335
292,2022-01-29,42,85,600,402,144.72,23,156
293,2022-01-25,31,43,603,402,163.72,28,5369
294,2022-01-23,79,36,602,400,116.21,13,7442
295,2022-01-06,93,9,604,401,114.79,44,2931
296,2022-01-24,46,99,604,402,156.8,44,5686
297,2022-01-24,89,36,600,401,107.04,7,218
298,2022-01-27,76,66,600,400,69.79,7,291
299,2022-01-01,52,69,604,403,129.13,15,4251
300,2022-01-20,1,43,600,400,95.41,20,223
301,2022-01-27,75,15,600,400,125.83,7,333
302,2022-01-16,100,34,604,401,64.66,39,9853
303,2022-01-15,17,23,600,402,113.32,22,338
304,2022-01-03,99,34,602,400,118.81,43,4405
305,2022-01-26,14,5,600,402,146.08,9,154
306,2022-01-19,78,56,600,402,174.53,9,312
307,2022-01-09,15,101,604,403,180.04,14,4709
308,2022-01-05,80,41,600,400,110.57,20,346
309,2022-01-25,15,66,603,400,130.15,44,5926
310,2022-01-18,41,15,600,400,87.81,22,220
311,2022-01-19,23,74,600,402,185.87,10,294
312,2022-01-27,74,6,600,401,138.74,13,325
313,2022-01-03,71,1,600,403,185.94,21,250
314,2022-01-08,9,69,600,400,147.86,18,120
315,2022-01-02,48,95,600,403,156.35,11,124
316,2022-01-12,27,26,604,402,69.65,50,7117
317,2022-01-14,11,47,600,403,53.26,22,337
318,2022-01-25,43,86,600,403,122.99,11,261
319,2022-01-16,6,80,600,400,179.66,14,222
320,2022-01-24,84,16,600,400,149.4,17,146
321,2022-01-08,76,39,604,402,174.46,47,303
322,2022-01-28,83,65,602,400,143.55,42,9071
323,2022-01-12,41,40,600,400,115.76,16,256
324,2022-01-04,57,42,600,403,55.37,19,326
325,2022-01-18,41,38,600,401,80.68,21,134
326,2022-01-02,57,25,600,402,108.7,19,209
327,2022-01-04,75,49,600,400,82.55,8,161
328,2022-01-09,53,23,604,403,144.17,14,7986
329,2022-01-22,91,79,600,403,78.64,12,243
330,2022-01-02,58,52,600,403,182.71,12,324
331,2022-01-06,24,1,602,402,167.48,50,3394
332,2022-01-26,43,39,602,402,66.63,22,7566
333,2022-01-08,90,37,602,400,76.13,14,1513
334,2022-01-13,41,27,600,403,157.67,7,298
335,2022-01-29,2,75,600,400,140.63,15,182
336,2022-01-01,13,42,604,402,151.02,55,2785
337,2022-01-23,15,60,600,403,140.61,5,215
338,2022-01-20,45,87,600,402,60.9,23,350
339,2022-01-18,1,61,602,402,151.01,19,2012
340,2022-01-18,83,95,603,402,167.34,50,5549
341,2022-01-03,86,22,600,403,184.81,22,360
342,2022-01-12,51,37,602,403,139.72,51,7311
343,2022-01-16,44,66,604,401,106.55,17,9599
344,2022-01-12,87,85,602,402,79.92,46,5658
345,2022-01-10,39,82,600,400,69.56,12,171
346,2022-01-17,59,12,604,403,126.55,52,5719
347,2022-01-12,12,97,600,400,190.36,23,215
348,2022-01-11,90,40,604,401,135.14,30,6780
349,2022-01-01,5,29,600,403,102.99,12,251
350,2022-01-01,55,19,600,401,139.35,5,341
351,2022-01-05,95,32,603,400,141.24,26,378
352,2022-01-13,68,61,602,401,150.72,17,1625
353,2022-01-24,84,79,600,401,139.07,7,348
354,2022-01-14,94,10,600,403,122.05,6,270
355,2022-01-01,94,81,600,400,133.3,12,350
356,2022-01-07,95,92,600,400,124.19,7,356
357,2022-01-17,8,64,603,400,144.49,17,8902
358,2022-01-07,85,52,600,402,151.95,6,262
359,2022-01-10,73,84,600,400,105.36,15,290
360,2022-01-26,34,97,600,400,168.6,7,148
361,2022-01-08,64,14,600,402,190.29,21,155
362,2022-01-07,50,29,604,400,84.03,24,8981
363,2022-01-22,19,23,604,401,153.98,55,4927
364,2022-01-19,24,90,602,403,54.3,21,498
365,2022-01-21,97,67,600,402,72.22,12,132
366,2022-01-06,46,72,604,402,179.8,36,6647
367,2022-01-11,44,32,602,400,100.58,36,9168
368,2022-01-21,21,16,603,401,114.16,18,2245
369,2022-01-09,40,59,604,400,172.78,18,8545
370,2022-01-28,45,18,602,402,171.36,33,7559
371,2022-01-02,42,60,604,401,73.27,46,3508
372,2022-01-29,22,86,603,400,147.56,29,9069
373,2022-01-08,31,68,600,400,117.77,13,279
374,2022-01-15,38,77,604,403,164.48,47,5041
375,2022-01-05,81,41,602,401,99.4,33,3621
376,2022-01-03,7,97,603,403,141.41,47,9859
377,2022-01-02,30,57,604,401,63.62,15,3840
378,2022-01-16,35,79,600,403,180.91,20,190
379,2022-01-24,88,65,602,402,131.36,33,5190
380,2022-01-09,99,55,602,401,175.28,22,5050
381,2022-01-27,54,71,604,400,153.88,37,1663
382,2022-01-12,2,58,602,401,160.09,27,461
383,2022-01-04,47,21,600,403,181.55,11,306
384,2022-01-25,96,61,604,400,115.79,23,1773
385,2022-01-06,10,58,600,400,130.21,22,205
386,2022-01-03,90,32,600,402,128.87,9,147
387,2022-01-15,61,36,600,403,177.02,23,185
388,2022-01-19,11,67,600,401,131.51,23,289
389,2022-01-18,63,31,602,400,155.81,54,2252
390,2022-01-13,23,36,602,403,96.79,19,4210
391,2022-01-24,13,57,600,401,102.11,20,164
392,2022-01-25,40,37,604,402,58.85,19,5458
393,2022-01-26,81,31,603,401,158.66,50,6152
394,2022-01-10,19,35,603,400,125.0,53,7033
395,2022-01-13,40,43,600,400,168.24,12,181
396,2022-01-15,3,70,600,402,120.57,20,304
397,2022-01-14,48,20,600,402,56.68,18,253
398,2022-01-22,41,89,603,401,160.02,37,4344
399,2022-01-15,23,20,604,403,57.38,14,7345
400,2022-01-14,61,91,602,401,188.53,30,749
401,2022-01-16,8,28,600,400,113.42,11,147
402,2022-01-17,76,53,600,403,183.87,8,147
403,2022-01-28,5,60,603,402,121.71,41,8717
404,2022-01-09,70,54,600,403,182.64,8,227
405,2022-01-11,75,54,600,402,80.25,18,163
406,2022-01-23,84,99,600,403,151.69,16,203
407,2022-01-11,13,90,600,400,120.81,18,149
408,2022-01-12,55,98,602,401,189.69,55,7522
409,2022-01-11,25,74,600,403,160.29,18,309
410,2022-01-20,2,1,600,400,67.96,19,194
411,2022-01-19,54,39,603,400,74.08,55,5217
412,2022-01-11,40,97,602,403,56.29,22,8133
413,2022-01-19,49,50,600,401,186.41,6,247
414,2022-01-24,57,54,602,402,100.69,21,7137
415,2022-01-08,19,69,603,401,121.38,13,628
416,2022-01-29,9,96,602,402,154.98,32,4143
417,2022-01-01,1,95,602,401,165.95,26,5713
418,2022-01-05,2,70,600,403,171.74,8,211
419,2022-01-01,18,29,600,402,178.33,6,336
420,2022-01-24,6,35,603,401,99.59,50,9036
421,2022-01-28,2,56,603,402,96.62,42,6548
422,2022-01-13,30,63,604,400,151.01,55,1547
423,2022-01-15,18,4,603,402,136.31,12,6774
424,2022-01-18,19,50,602,400,121.4,42,9024
425,2022-01-12,67,44,603,402,170.71,42,2270
426,2022-01-18,66,86,600,403,66.66,17,350
427,2022-01-11,97,52,600,403,74.13,15,309
428,2022-01-23,9,60,602,400,71.45,29,4815
429,2022-01-16,28,17,604,401,146.99,35,3682
430,2022-01-26,3,80,600,402,102.09,8,344
431,2022-01-17,75,51,600,400,96.48,12,248
432,2022-01-03,71,85,604,401,70.91,29,3560
433,2022-01-11,93,4,600,402,70.34,11,240
434,2022-01-13,96,55,600,401,56.12,11,146
435,2022-01-29,8,60,603,402,51.56,30,222
436,2022-01-19,94,24,600,400,185.76,22,309
437,2022-01-08,15,49,600,403,115.05,19,240
438,2022-01-28,38,59,600,403,88.43,9,235
439,2022-01-11,100,98,600,403,92.24,18,324
440,2022-01-16,10,36,600,402,108.25,10,352
441,2022-01-12,82,54,603,401,162.88,42,5582
442,2022-01-01,1,33,602,400,115.38,15,2494
443,2022-01-12,67,11,600,402,93.82,13,122
444,2022-01-25,23,96,603,403,85.76,46,2801
445,2022-01-14,4,70,600,400,61.56,19,222
446,2022-01-05,59,45,600,402,129.73,12,317
447,2022-01-22,68,9,604,401,98.82,55,4496
448,2022-01-17,55,100,602,400,144.02,55,7813
449,2022-01-03,56,84,602,403,77.47,20,4387
450,2022-01-11,47,6,603,400,105.3,52,3444
451,2022-01-04,39,97,603,401,60.26,24,1573
452,2022-01-01,72,4,600,402,121.01,7,319
453,2022-01-16,2,26,600,402,124.34,19,274
454,2022-01-18,56,80,602,403,186.65,17,3930
455,2022-01-14,54,20,604,400,66.75,40,9224
456,2022-01-02,20,31,602,400,66.32,16,5236
457,2022-01-16,52,17,600,401,51.72,22,256
458,2022-01-19,59,15,600,402,111.69,8,181
459,2022-01-09,41,28,602,401,113.99,30,1347
460,2022-01-20,58,60,600,402,185.66,6,284
461,2022-01-03,29,99,600,400,172.44,22,344
462,2022-01-15,79,78,603,401,89.72,36,5230
463,2022-01-21,17,78,602,402,179.92,16,7042
464,2022-01-03,19,96,600,402,123.59,5,170
465,2022-01-10,29,100,603,401,88.97,51,3531
466,2022-01-22,37,21,602,402,136.37,48,1140
467,2022-01-04,17,40,600,401,121.0,7,353
468,2022-01-06,65,4,602,403,62.6,33,3049
469,2022-01-20,62,40,600,401,93.7,12,291
470,2022-01-10,19,49,600,401,171.41,10,271
471,2022-01-02,18,92,602,400,185.09,27,5820
472,2022-01-17,9,26,604,402,67.92,48,7060
473,2022-01-08,7,10,603,402,72.25,29,5315
474,2022-01-08,27,76,604,402,185.67,38,5575
475,2022-01-03,47,89,602,400,83.99,43,1441
476,2022-01-03,87,81,603,400,156.83,36,4772
477,2022-01-24,91,32,603,403,128.75,38,3299
478,2022-01-05,99,14,604,400,73.18,20,3579
479,2022-01-23,23,90,600,403,123.27,18,326
480,2022-01-08,54,88,600,401,173.48,20,178
481,2022-01-02,54,16,600,400,185.21,20,237
482,2022-01-12,64,73,603,401,178.19,38,6287
483,2022-01-23,84,101,603,403,166.06,23,8267
484,2022-01-19,66,6,600,403,59.61,11,279
485,2022-01-23,88,55,600,401,185.35,17,215
486,2022-01-23,94,9,600,400,142.17,6,335
487,2022-01-08,81,44,602,402,139.4,27,8778
488,2022-01-14,67,2,603,402,81.55,32,9726
489,2022-01-16,25,54,603,401,128.51,48,2574
490,2022-01-19,86,63,604,402,129.58,36,7796
491,2022-01-09,61,14,602,400,79.43,12,6513
492,2022-01-26,60,56,602,402,150.16,35,3520
493,2022-01-22,80,47,603,402,182.42,26,1494
494,2022-01-28,91,82,602,400,108.45,12,9500
495,2022-01-04,25,59,600,401,57.74,10,352
496,2022-01-18,99,56,600,403,127.6,17,299
497,2022-01-09,71,67,600,403,76.13,5,232
498,2022-01-29,29,35,602,402,94.1,20,157
499,2022-01-15,57,79,600,402,134.39,17,181
500,2022-01-18,80,69,604,403,71.52,36,5742
501,2022-01-05,1,100,600,403,156.44,13,360
502,2022-01-20,96,56,603,400,81.54,16,8861
503,2022-01-21,48,94,600,403,96.93,19,305
504,2022-01-14,79,42,600,400,175.43,14,171
505,2022-01-26,54,12,600,403,67.86,18,131
506,2022-01-23,61,58,604,403,123.03,46,7300
507,2022-01-27,40,32,604,401,187.11,31,6215
508,2022-01-04,26,97,602,402,130.55,13,7548
509,2022-01-11,39,60,600,400,167.17,22,158
510,2022-01-26,49,86,603,403,56.88,20,658
511,2022-01-28,22,49,600,403,184.68,20,249
512,2022-01-04,32,64,600,403,177.71,9,250
513,2022-01-23,97,24,600,401,54.13,11,232
514,2022-01-09,100,46,602,403,151.51,35,8334
515,2022-01-28,65,34,604,402,73.56,43,3751
516,2022-01-08,100,44,603,400,155.68,47,1159
517,2022-01-25,61,36,602,401,77.3,40,1606
518,2022-01-08,17,77,600,400,163.97,14,220
519,2022-01-20,41,36,602,402,112.31,12,2164
520,2022-01-15,62,72,603,403,131.34,25,7164
521,2022-01-21,69,2,600,401,150.82,11,232
522,2022-01-27,61,25,602,402,109.22,36,3742
523,2022-01-12,6,11,600,403,90.55,6,303
524,2022-01-21,31,53,602,400,64.96,45,6945
525,2022-01-10,72,63,600,401,114.38,23,200
526,2022-01-16,79,31,604,401,173.86,37,608
527,2022-01-21,82,89,604,400,87.87,15,2719
528,2022-01-17,74,61,600,402,55.17,22,306
529,2022-01-26,71,63,602,402,64.13,33,4521
530,2022-01-07,67,58,603,402,54.05,15,8312
531,2022-01-18,72,3,600,400,138.87,6,232
532,2022-01-16,77,29,604,402,144.81,37,3314
533,2022-01-27,63,52,602,402,131.89,27,2861
534,2022-01-18,13,89,604,403,148.78,14,3790
535,2022-01-21,23,32,600,403,84.28,15,121
536,2022-01-19,88,75,602,401,157.32,37,7680
537,2022-01-28,25,48,603,403,79.86,37,6425
538,2022-02-04,53,61,603,402,57.04,27,6208
539,2022-02-15,7,71,600,403,160.77,6,249
540,2022-02-11,35,55,603,401,71.75,39,3412
541,2022-02-24,7,96,604,402,171.42,12,4732
542,2022-02-14,16,71,600,401,122.23,6,339
543,2022-02-22,19,90,600,402,189.86,23,173
544,2022-02-25,76,40,602,403,143.23,35,6197
545,2022-02-06,14,33,602,401,134.13,14,3754
546,2022-02-11,28,30,600,403,98.97,20,206
