hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
66,2022-06-30,16,22,806,903,77960,1
67,2019-01-27,17,37,800,909,73205,0
68,2019-07-26,17,37,800,909,75762,0
69,2020-07-20,17,37,800,909,80888,0
70,2021-07-15,17,37,808,909,67500,0
71,2022-05-11,17,37,800,909,78187,0
72,2023-09-03,18,39,807,902,93172,0
73,2024-10-27,18,39,806,906,75000,0
74,2023-06-18,19,11,802,904,63428,0
75,2024-03-14,19,11,805,904,77013,0
76,2025-03-09,19,11,801,905,90147,0
77,2025-12-04,19,11,801,905,95471,0
78,2021-04-18,20,40,800,903,70490,1
79,2016-06-24,21,17,802,902,64656,0
80,2017-01-20,21,21,803,909,75631,0
81,2018-06-14,21,21,803,909,80084,0
82,2019-02-09,21,21,803,909,82118,0
83,2019-08-08,21,21,803,909,86124,0
84,2015-10-19,22,12,803,909,57096,0
85,2017-02-10,22,12,804,909,70087,0
86,2018-08-04,22,12,808,909,67500,0
87,2019-06-30,22,40,806,909,75000,1
88,2015-05-20,23,23,802,902,68039,0
89,2016-09-11,23,23,808,902,67500,0
90,2017-12-05,23,38,803,902,82500,0
91,2019-05-29,23,38,809,902,99018,0
92,2020-04-23,23,18,803,902,82500,0
93,2021-09-15,23,18,803,902,86442,0
94,2019-05-26,24,17,801,906,94782,0
95,2020-11-16,24,17,807,906,113443,0
96,2017-12-18,25,22,803,903,52868,0
97,2019-03-13,25,22,808,903,62365,0
98,2020-02-06,25,13,807,903,71135,0
99,2021-06-09,26,40,808,902,42223,1
100,2018-01-09,27,33,804,909,76672,0
101,2019-03-05,27,21,801,900,93915,0
102,2020-07-27,27,19,804,900,103947,0
103,2021-03-24,27,19,804,900,109938,0
104,2023-02-21,28,19,809,907,69701,1
105,2020-03-26,29,18,800,907,69211,0
106,2020-10-22,29,18,801,909,82122,0
107,2016-05-25,30,13,803,908,57908,0
108,2019-08-04,31,17,809,908,68325,0
109,2020-08-28,31,17,809,908,85304,0
110,2021-11-21,31,17,809,908,87433,0
111,2023-05-15,31,17,803,901,82500,0
112,2024-01-10,31,17,807,904,99280,1
113,2023-12-15,32,12,807,903,92206,0
114,2025-06-07,32,12,807,903,96769,0
115,2023-06-19,33,13,806,908,47248,0
116,2024-02-14,33,13,806,908,50145,1
117,2016-01-16,34,35,802,904,66235,0
118,2022-04-23,35,13,807,907,88207,0
119,2023-09-15,35,13,804,900,103649,0
120,2024-09-09,35,13,804,900,108850,0
121,2015-05-08,36,40,803,909,55958,0
122,2020-10-20,37,28,804,900,73683,0
123,2021-06-17,37,28,810,900,85939,0
124,2022-07-12,37,28,810,900,89677,0
125,2023-07-07,37,23,810,900,90000,0
126,2024-05-02,37,23,810,900,93602,0
127,2025-10-24,37,13,807,900,104198,0
128,2021-04-05,38,31,800,908,74429,0
129,2021-10-02,38,31,805,908,88823,0
130,2022-03-31,38,38,808,908,67500,0
131,2022-10-27,38,15,810,908,80414,0
132,2023-04-25,38,15,801,901,91165,0
133,2016-03-17,39,39,807,904,85150,0
134,2017-01-11,39,27,807,903,106185,0
135,2021-06-26,40,37,802,901,62091,0
136,2022-12-18,40,37,802,901,64387,0
137,2024-06-10,40,28,800,901,73557,0
138,2025-10-03,40,28,802,901,85839,0
139,2023-04-10,41,24,806,905,53696,0
140,2024-09-01,41,24,806,907,60946,0
141,2016-03-17,42,31,806,902,49953,0
142,2016-09-13,42,37,809,902,57435,0
143,2017-11-07,42,37,809,902,58627,0
144,2018-07-05,42,35,810,902,73019,0
145,2020-08-08,43,30,806,901,53517,0
146,2021-12-01,43,30,806,901,55604,0
147,2022-10-27,43,30,806,901,59183,0
148,2023-11-21,43,30,806,901,60472,0
149,2024-06-18,43,30,810,901,74872,0
150,2015-11-08,44,32,810,901,59324,0
151,2022-04-15,45,11,800,905,79442,0
152,2023-02-09,45,11,806,905,75000,0
153,2024-08-02,45,11,802,905,83388,1
154,2019-05-24,46,14,809,903,69456,0
155,2020-03-19,46,14,810,903,76499,0
156,2021-07-12,46,14,801,903,89217,0
157,2022-11-04,46,14,801,903,94080,0
158,2015-10-31,47,22,803,907,50673,0
159,2016-10-25,47,22,809,906,57989,0
160,2017-08-21,47,22,810,906,70557,1
161,2015-08-13,48,34,804,903,71498,0
162,2016-07-08,48,34,803,903,82500,0
163,2017-10-31,48,34,803,903,84714,0
164,2018-05-29,48,34,803,903,89145,0
165,2018-01-06,49,28,800,905,78485,0
166,2018-08-04,49,28,800,905,81336,0
167,2019-07-30,49,28,802,905,97500,0
168,2020-09-22,49,28,802,905,103498,1
169,2018-05-04,50,33,804,905,74259,0
170,2019-05-29,50,33,804,905,76266,0
171,2020-02-23,50,33,804,905,80552,0
172,2021-02-17,50,33,804,905,85403,0
173,2020-09-16,51,10,806,904,50365,0
174,2018-10-10,52,33,810,904,61014,0
175,2020-02-02,52,33,810,904,62564,0
176,2020-10-29,52,33,809,904,77118,1
177,2020-10-30,53,30,801,907,102778,0
178,2021-08-26,53,30,801,907,105433,0
179,2022-02-22,53,30,801,907,109146,0
180,2023-03-19,53,24,803,907,82500,0
181,2024-08-10,53,24,803,907,86378,0
182,2025-11-03,53,24,803,907,88772,0
183,2019-08-31,54,36,801,907,97197,0
184,2020-06-26,54,36,805,907,110084,0
185,2021-05-22,54,36,810,907,90000,0
186,2021-11-18,54,36,803,907,82500,0
187,2022-06-16,54,36,803,907,86797,0
188,2023-09-09,54,36,803,907,88752,0
189,2018-03-13,55,35,802,909,61167,0
190,2019-09-04,55,35,809,909,69265,0
191,2019-10-26,56,18,800,902,82312,0
192,2020-12-19,56,18,802,905,91900,0
193,2022-06-12,56,18,802,905,96443,0
194,2022-12-09,56,18,800,901,107921,0
195,2024-01-03,56,26,805,901,127021,1
196,2020-06-20,57,26,810,904,59496,0
197,2022-01-19,58,37,807,906,83746,1
198,2015-12-12,59,12,807,901,81975,0
199,2016-08-08,59,12,804,901,97849,0
200,2017-08-03,59,12,804,901,102401,0
201,2018-08-28,59,12,806,901,75000,0
202,2023-06-26,60,23,803,907,59269,0
203,2024-06-20,60,23,807,907,68740,0
204,2025-05-16,60,23,807,907,71401,0
205,2018-04-15,61,12,807,901,90640,0
206,2018-11-11,61,12,805,901,110740,0
207,2020-01-05,61,12,810,901,90000,0
208,2021-06-28,61,12,800,901,112073,0
209,2022-09-21,61,13,802,901,97500,0
210,2023-11-15,61,13,804,901,105000,1
211,2017-09-23,62,31,809,908,63367,0
212,2019-01-16,62,31,809,908,65481,0
213,2019-09-13,62,31,804,902,81080,0
214,2020-12-06,62,31,804,902,82983,0
215,2022-04-30,62,31,804,902,84769,0
216,2020-04-28,63,22,803,906,54490,0
217,2020-12-24,63,22,805,900,72000,0
218,2021-08-21,63,24,809,900,79737,0
219,2022-09-15,63,24,809,900,82983,0
220,2023-06-12,63,24,809,900,85114,1
221,2016-03-31,64,31,804,909,69812,0
222,2021-08-04,65,17,800,906,82266,0
223,2022-01-31,65,17,804,906,102157,0
224,2022-11-27,65,17,800,908,112500,0
225,2017-12-22,66,27,808,905,41148,0
226,2019-05-16,66,20,800,905,60000,1
227,2020-05-27,67,23,810,904,55382,0
228,2020-11-23,67,23,810,904,56965,0
229,2022-02-16,67,23,805,904,72000,0
230,2023-05-12,67,23,801,904,83474,0
231,2016-06-19,68,26,801,901,95581,0
232,2017-03-16,68,26,801,901,99162,1
233,2020-02-01,69,17,802,901,60403,0
234,2020-10-28,69,17,802,907,73331,0
235,2021-11-22,69,17,802,907,77583,0
236,2022-12-17,69,17,802,907,82556,0
237,2024-04-10,69,17,802,907,86785,0
238,2025-08-03,69,17,807,907,96352,0
239,2022-03-01,70,21,800,908,68612,0
240,2023-03-26,70,30,800,908,79268,0
241,2023-10-22,70,30,800,908,82863,0
242,2024-11-15,70,30,800,908,96739,0
243,2025-10-11,70,30,800,908,101098,1
244,2017-10-08,71,35,801,905,104165,0
245,2018-05-06,71,35,802,905,97500,0
246,2019-06-30,71,35,802,905,97500,0
247,2020-12-21,71,35,809,905,105000,1
248,2021-05-19,72,31,808,906,43057,1
249,2016-11-03,73,37,809,902,67667,0
250,2018-01-27,73,37,809,902,72122,0
251,2018-11-23,73,37,809,902,76083,0
252,2019-11-18,73,37,801,902,87224,0
253,2020-07-15,73,37,801,902,92583,0
254,2021-12-07,73,37,801,902,98658,1
255,2021-10-17,74,23,810,908,58341,0
256,2022-09-12,74,23,803,902,67165,0
257,2023-05-10,74,23,801,902,78996,0
258,2024-07-03,74,23,805,902,97280,0
259,2025-02-28,74,24,809,905,105000,0
260,2021-05-09,75,24,803,909,52634,0
261,2022-10-01,75,24,803,909,54302,0
262,2023-06-28,75,31,807,909,68000,0
263,2024-07-22,75,31,804,909,82736,0
264,2025-03-19,75,31,804,909,87705,0
265,2025-11-14,75,31,804,909,89687,0
266,2020-11-09,76,39,808,901,46902,0
267,2022-01-03,76,39,808,901,48508,0
268,2023-06-27,76,23,807,903,68000,0
269,2015-05-12,77,23,800,900,73446,0
270,2016-04-06,77,39,801,905,84920,0
271,2017-09-28,77,39,800,905,97066,0
272,2020-03-21,78,24,807,909,76589,0
273,2020-10-17,78,24,803,909,82500,0
274,2021-12-11,78,17,804,909,93690,0
275,2023-06-04,78,17,804,909,95858,0
276,2024-06-28,78,17,800,909,112500,0
277,2025-04-24,78,17,809,901,105000,1
278,2021-06-29,79,40,801,908,95837,0
279,2022-12-21,79,40,801,908,100409,0
280,2023-12-16,79,40,801,908,102635,0
281,2023-07-24,80,33,804,900,67999,0
282,2024-02-19,80,33,810,900,81207,0
283,2025-01-14,80,33,805,907,95978,0
284,2023-07-20,81,15,810,902,54757,0
285,2025-01-10,81,15,810,902,55953,0
286,2025-10-07,81,15,803,902,68982,0
287,2017-03-27,82,18,807,900,89305,0
288,2017-12-22,82,18,800,905,109833,0
289,2018-12-17,82,18,800,905,116111,0
290,2019-12-12,82,18,802,905,97500,0
291,2021-02-04,82,29,801,905,117883,1
292,2021-12-18,83,20,804,901,64120,0
293,2023-04-12,83,20,807,901,76328,0
294,2024-03-07,83,20,805,901,91000,0
295,2025-08-29,83,20,805,901,93161,0
296,2022-05-23,84,26,805,902,98150,0
297,2023-01-18,84,26,805,902,103440,0
298,2024-02-12,84,26,801,902,117445,0
299,2025-05-07,84,26,802,902,97500,0
300,2023-12-10,85,14,809,908,68137,0
301,2017-05-22,86,17,804,901,63362,0
302,2018-01-17,86,34,806,901,75000,0
303,2019-02-11,86,34,809,901,85712,0
304,2019-09-09,86,34,801,901,100095,0
305,2020-04-06,86,34,801,901,106939,0
306,2021-03-02,86,34,801,901,112871,0
307,2016-10-19,87,38,804,904,74919,0
308,2018-03-13,87,38,804,904,79040,0
309,2018-11-08,87,38,804,904,82631,0
310,2019-06-06,87,38,804,904,87556,0
311,2020-03-02,87,38,804,904,89422,0
312,2019-09-24,88,24,805,908,83335,0
313,2020-04-21,88,24,806,908,75000,0
314,2021-10-13,88,24,809,908,83329,0
315,2022-11-07,88,24,808,908,67500,0
316,2024-03-01,88,24,802,901,78630,1
317,2022-12-01,89,15,804,902,67517,0
318,2024-04-24,89,15,808,902,67500,0
319,2023-11-29,90,14,804,904,71601,0
320,2024-06-26,90,14,802,909,85117,0
321,2025-11-18,90,14,802,909,88256,0
322,2022-08-14,91,12,800,900,81728,0
323,2019-06-22,92,30,804,903,73737,0
324,2020-06-16,92,30,804,903,75323,0
325,2021-10-09,92,30,810,903,90000,0
326,2023-02-01,92,24,807,903,99985,0
327,2024-02-26,92,24,809,903,105000,0
328,2018-10-12,93,34,802,905,65194,0
329,2019-05-10,93,34,807,900,72911,0
330,2020-03-05,93,34,807,900,77519,0
331,2021-02-28,93,34,802,900,94729,0
332,2023-02-06,94,26,807,907,84978,0
333,2023-12-03,94,26,801,907,105524,1
334,2015-08-02,95,11,805,900,86064,0
335,2016-10-25,95,11,805,900,90600,0
336,2017-11-19,95,11,800,900,111173,0
337,2019-04-13,95,11,806,900,75000,0
338,2020-01-08,95,11,804,900,83327,1
339,2021-06-11,96,29,810,901,55543,0
340,2022-01-07,96,29,805,909,72000,0
341,2023-03-03,96,20,800,909,79689,0
342,2024-04-26,96,39,809,909,98333,0
343,2024-12-22,96,20,809,909,105000,1
344,2022-04-12,97,32,807,909,81596,0
345,2022-10-09,97,32,810,909,90000,0
346,2024-03-02,97,32,810,909,94631,0
347,2025-05-26,97,32,810,909,90000,0
348,2015-10-15,98,25,809,902,70339,0
349,2016-06-26,99,14,806,903,45315,0
350,2017-11-18,99,14,800,903,60000,0
351,2018-08-15,99,14,809,903,74284,0
352,2019-02-11,99,14,809,903,77696,0
353,2020-04-06,99,14,810,903,90000,0
354,2023-05-07,100,27,805,905,93165,0
355,2024-09-28,100,27,805,905,98771,0
356,2025-07-25,100,27,805,905,101695,0
357,2023-01-10,101,19,808,903,48973,0
358,2023-11-06,101,19,808,903,51678,0
359,2025-03-30,101,19,808,903,53530,1
360,2016-07-10,102,19,804,901,71028,0
361,2017-09-03,102,19,806,901,75000,0
362,2018-06-30,102,19,801,901,86396,0
363,2019-07-25,102,19,808,901,67500,0
364,2020-02-20,102,19,808,901,70830,0
365,2018-10-15,103,38,810,908,56708,0
366,2015-06-23,104,23,801,905,99129,1
367,2016-12-06,105,10,802,908,71212,0
368,2017-08-03,105,40,807,908,83433,0
369,2018-05-30,105,40,807,908,88889,0
370,2018-12-26,105,40,807,908,91698,0
371,2020-05-19,105,40,807,908,97826,0
372,2021-01-14,105,36,802,908,97500,1
373,2015-12-16,106,38,804,900,63129,0
374,2017-03-10,106,38,804,900,67322,0
375,2015-12-22,107,30,807,908,85413,0
376,2016-08-18,107,30,807,908,89120,0
377,2017-05-15,107,30,807,908,92375,0
378,2022-03-19,108,18,810,902,54169,0
379,2023-02-12,108,18,810,902,56790,0
380,2024-08-05,108,18,809,902,69762,0
381,2025-09-29,108,14,806,902,75000,0
382,2020-07-05,109,22,804,903,69254,1
383,2018-07-18,110,28,804,909,63160,0
384,2019-11-10,110,19,803,908,70064,0
385,2021-04-03,110,19,803,908,73883,0
386,2015-08-15,111,29,805,903,84944,0
387,2016-04-11,111,29,807,903,102965,0
388,2017-06-05,111,29,807,903,108923,0
389,2015-11-03,112,34,803,903,56983,0
390,2017-01-26,112,34,803,903,58355,0
391,2018-02-20,112,34,805,908,72000,0
392,2019-04-16,112,34,808,908,67500,0
393,2019-11-12,112,34,808,908,71269,0
394,2020-12-06,112,14,808,908,67500,1
395,2021-01-24,113,27,800,907,77591,0
396,2021-11-20,113,27,800,907,80678,0
397,2022-05-19,113,27,800,907,84624,0
398,2022-11-15,113,38,801,907,99955,0
399,2023-05-14,113,38,802,907,97500,1
400,2018-08-06,114,38,805,906,89073,0
401,2019-08-01,114,38,810,905,90000,0
402,2020-02-27,114,17,808,905,67500,0
403,2021-08-20,114,17,804,905,78937,0
404,2016-01-07,115,24,803,905,51206,0
405,2016-10-03,115,24,803,905,54086,1
406,2023-11-09,116,23,810,909,63192,0
407,2016-06-28,117,12,803,901,56033,0
408,2017-07-23,117,24,800,901,63693,0
409,2021-07-30,118,26,802,904,61544,1
410,2016-02-19,119,28,805,909,94905,0
411,2017-01-14,119,28,802,909,97500,0
412,2017-11-10,119,28,809,909,105000,0
413,2018-11-05,119,28,800,909,112500,0
414,2020-04-28,119,15,806,909,75000,0
415,2023-03-20,120,19,803,902,58363,0
416,2023-09-16,120,17,806,902,69078,0
417,2018-06-26,121,39,801,907,101595,0
418,2019-01-22,121,39,803,907,82500,0
419,2019-07-21,121,39,803,907,84926,0
420,2021-01-11,121,39,810,907,90000,0
421,2021-12-07,121,33,800,907,101859,0
422,2022-09-03,121,33,800,907,107480,0
425,2019-03-30,123,24,807,901,90147,0
426,2020-08-21,123,24,805,901,111525,0
427,2021-11-14,123,24,805,901,117888,0
428,2022-05-13,123,24,809,905,105000,0
429,2023-02-07,123,24,803,905,82500,0
430,2021-07-19,124,33,810,907,59529,0
431,2022-12-11,124,33,810,907,61223,0
432,2024-05-04,124,33,802,907,75765,0
433,2024-10-31,124,33,801,907,94083,1
434,2018-04-15,125,17,810,901,62486,0
435,2018-10-12,125,17,807,901,72232,0
436,2015-10-03,126,25,810,900,54079,0
437,2016-11-26,126,19,800,906,63781,0
438,2018-05-20,126,19,800,906,65628,0
439,2018-12-16,126,19,803,906,74080,0
440,2023-11-08,127,21,801,906,94220,0
441,2024-08-04,127,21,801,906,97168,0
442,2025-11-27,127,21,801,906,99503,0
443,2022-10-19,128,22,801,906,92666,1
444,2016-02-05,129,10,810,902,54992,1
445,2022-04-18,130,28,805,901,97106,0
446,2022-10-15,130,12,809,901,105000,0
447,2023-08-11,130,12,809,901,110058,0
448,2024-02-07,130,14,805,901,121322,0
449,2025-07-01,130,14,805,901,129383,0
450,2021-03-29,131,17,809,909,74685,0
451,2022-03-24,131,17,809,909,78197,0
452,2022-02-11,132,35,802,901,65010,0
453,2023-01-07,132,29,806,901,73774,0
454,2024-04-01,132,24,805,901,81479,0
455,2025-02-25,132,24,806,901,75000,0
456,2025-09-23,132,24,806,901,77607,0
457,2015-09-19,133,12,801,904,88430,0
458,2017-02-10,133,12,801,904,90880,0
459,2018-02-05,133,12,801,904,101215,0
460,2019-07-30,133,12,802,904,97500,0
461,2020-09-22,133,12,800,904,108560,0
462,2022-03-16,133,12,806,904,75000,0
463,2017-10-30,134,28,803,908,51365,0
464,2018-10-25,134,28,804,906,58821,0
465,2019-08-21,134,28,807,906,71608,0
466,2021-01-12,134,28,807,906,75166,0
467,2021-10-09,134,28,802,906,86117,0
468,2016-09-26,135,24,805,905,88751,0
469,2018-01-19,135,24,805,905,91130,0
470,2018-12-15,135,24,805,905,96120,0
471,2020-01-09,135,32,806,905,75000,0
472,2022-06-29,136,22,805,904,95696,0
473,2023-06-24,136,22,809,908,105000,1
474,2015-05-03,137,40,807,903,83953,0
475,2016-02-27,137,40,807,903,85922,0
476,2017-08-20,137,40,807,903,90531,0
477,2018-04-17,137,40,807,903,93437,0
478,2019-08-10,137,29,806,903,75000,0
479,2020-08-04,137,29,806,903,75000,0
480,2021-03-14,138,30,809,901,64531,0
481,2021-12-09,138,30,809,901,66967,0
482,2023-04-03,138,30,809,901,70192,0
483,2024-07-26,138,30,809,901,72998,0
484,2020-01-31,139,13,806,900,45986,0
485,2020-10-27,139,13,808,900,54433,0
486,2021-09-22,139,13,810,900,64682,0
487,2016-12-16,140,19,801,906,102990,0
488,2017-07-14,140,19,802,906,97500,0
489,2018-09-07,140,19,807,906,108677,0
490,2019-04-05,140,19,801,902,119912,0
491,2017-12-23,141,15,808,908,41941,0
492,2019-02-16,141,15,807,906,68000,0
493,2023-03-09,142,38,809,903,69294,1
494,2019-03-19,143,32,800,903,70586,0
495,2020-09-09,143,32,800,903,74807,0
496,2021-12-03,143,32,808,903,67500,0
497,2022-09-29,143,32,808,903,70502,1
498,2022-08-14,144,22,809,909,68495,0
499,2023-03-12,144,22,807,909,81687,0
500,2024-01-06,144,22,807,909,85731,1
501,2015-07-15,145,13,805,903,86496,0
502,2016-03-11,145,13,802,906,97500,0
503,2015-10-31,146,30,807,908,88288,0
504,2017-02-22,146,30,807,908,90818,0
505,2018-07-01,147,14,804,902,67404,0
506,2019-07-26,147,14,804,902,71669,0
507,2020-01-22,147,14,803,902,82500,0
508,2021-02-15,147,14,807,902,95893,1
509,2017-09-07,148,35,800,903,71881,0
510,2018-07-04,148,35,804,903,80882,0
511,2019-12-26,148,34,808,903,67500,0
512,2020-11-20,148,34,800,903,81945,0
513,2021-11-15,148,11,810,903,90000,0
514,2022-11-04,149,37,807,901,89685,0
515,2019-09-28,150,32,809,905,75054,0
516,2020-12-21,150,32,809,905,77177,0
517,2018-11-07,151,35,803,900,55770,0
518,2020-01-01,151,35,808,900,62755,0
519,2021-11-04,152,38,808,901,41720,0
520,2023-04-28,152,38,808,901,44470,0
521,2024-02-22,152,38,808,901,45641,0
522,2021-07-13,153,32,802,905,69270,0
523,2023-01-04,153,32,802,905,72015,0
524,2020-02-24,154,18,810,906,58502,0
525,2020-09-21,154,18,810,906,62246,0
526,2021-04-19,154,18,804,906,74956,0
527,2022-05-14,154,18,800,907,92221,0
528,2023-09-06,154,18,800,907,95717,0
529,2016-04-01,155,16,806,906,53248,0
530,2017-04-26,155,16,804,906,61270,0
531,2018-05-21,155,16,804,906,65234,0
532,2019-11-12,155,16,801,902,77884,0
533,2020-12-06,155,16,806,904,75000,0
534,2021-07-03,156,30,801,905,90257,0
535,2022-05-29,156,30,801,905,94990,0
536,2022-11-25,156,30,804,905,105000,0
537,2021-11-01,157,10,801,903,94559,0
538,2022-06-29,157,32,808,903,67500,0
539,2023-01-25,157,32,808,903,70275,0
540,2023-09-22,157,32,803,905,81340,0
541,2024-08-17,157,32,803,905,83524,0
542,2016-04-05,158,31,810,902,54820,0
543,2017-06-29,158,31,810,902,61651,0
544,2023-12-27,159,29,806,907,53599,0
545,2024-07-24,159,29,806,907,55046,0
546,2021-04-09,160,21,806,906,48145,0
547,2021-12-05,160,21,810,906,53567,0
548,2023-02-28,160,21,800,906,65736,0
549,2024-04-23,160,21,800,906,67670,0
550,2025-04-18,160,21,800,906,82392,1
551,2021-01-01,161,25,803,909,50281,0
552,2023-11-23,162,14,805,906,96494,0
553,2025-02-15,162,14,808,906,67500,0
554,2016-03-08,163,28,800,901,67706,0
555,2018-06-17,164,40,800,906,75099,1
556,2022-09-17,165,34,808,906,44312,0
557,2023-09-12,165,12,808,906,52316,0
558,2024-11-05,165,12,808,906,55910,0
559,2025-07-03,165,12,806,906,66419,0
560,2019-08-01,166,32,804,906,73219,1
561,2016-02-23,167,12,803,906,50775,1
562,2023-06-25,168,19,800,902,69291,0
563,2024-11-16,168,19,800,902,77922,0
564,2015-12-18,169,15,804,905,64777,0
565,2017-06-10,169,15,804,905,68446,0
566,2018-01-06,169,15,804,905,69915,0
567,2019-06-30,169,15,808,905,67500,0
568,2020-01-26,169,15,808,905,67500,0
569,2020-12-21,169,15,801,908,83304,0
570,2023-03-15,170,17,800,900,74576,1
571,2017-01-20,171,39,802,900,65687,0
572,2018-06-14,171,39,802,900,68378,1
573,2022-08-12,172,39,806,905,47712,0
574,2023-03-10,172,39,801,908,76000,0
575,2021-11-05,173,38,801,907,101954,0
576,2023-04-29,173,38,801,907,105661,0
577,2024-06-22,173,38,805,907,119407,0
578,2025-09-15,173,38,805,907,135000,0
579,2021-04-23,174,34,808,903,41855,0
580,2022-04-18,174,34,808,903,48215,0
581,2023-03-14,174,34,810,903,55757,0
582,2023-12-09,174,34,803,903,64843,0
583,2024-08-05,174,34,803,903,66441,0
584,2025-05-02,174,34,803,903,69496,0
585,2022-07-26,175,33,807,901,86373,0
586,2023-09-19,175,33,806,901,75000,0
587,2024-05-16,175,33,804,901,92072,0
588,2023-09-24,176,24,805,904,85205,0
589,2024-06-20,176,24,809,904,95118,0
590,2025-06-15,176,19,805,904,118392,1
591,2016-08-31,177,35,802,904,69243,0
592,2018-06-20,178,16,800,905,69724,0
593,2019-11-12,178,19,805,905,80840,0
594,2020-07-09,178,19,806,905,75000,0
595,2021-02-04,178,34,802,905,83866,0
596,2021-10-02,178,34,806,905,75000,0
597,2016-07-16,179,39,804,901,63305,0
598,2017-02-11,179,38,810,901,73846,0
599,2018-08-05,179,39,800,901,91668,0
600,2019-12-28,179,39,800,901,106097,0
601,2020-08-24,179,29,807,901,127500,0
602,2017-10-23,180,23,807,908,84643,0
603,2018-05-21,180,23,802,908,97500,0
604,2019-02-15,180,23,802,908,103360,0
605,2022-04-27,181,35,806,905,49796,0
606,2015-11-09,182,39,805,909,90043,0
607,2016-11-03,182,38,800,909,103354,0
608,2017-08-30,182,38,807,909,121897,0
609,2018-04-27,182,38,810,909,90000,0
610,2021-06-23,183,28,803,906,53402,1
611,2016-12-03,184,28,803,905,58368,0
612,2018-04-27,184,28,809,905,64451,0
613,2020-07-25,185,40,809,903,74713,0
614,2022-01-16,185,40,809,903,78046,0
615,2022-02-05,186,11,807,901,77454,0
616,2023-05-01,186,11,808,901,67500,0
617,2020-09-09,187,32,805,902,97538,0
618,2021-08-05,187,32,802,902,97500,0
619,2022-08-28,188,21,801,906,96634,0
620,2023-07-24,188,21,802,906,97500,0
621,2024-11-15,188,21,802,906,102614,1
622,2018-07-31,189,32,808,909,47582,0
623,2019-04-27,189,32,808,909,50471,0
624,2020-04-21,189,32,804,909,56482,0
625,2021-07-15,189,32,809,909,62404,0
626,2022-10-08,189,32,809,909,69618,0
627,2023-05-06,189,32,805,905,78332,0
628,2023-12-20,190,16,804,903,72704,0
629,2021-07-13,191,33,801,900,86414,0
630,2022-08-07,191,33,801,900,92329,0
631,2023-08-02,191,33,806,900,75000,0
632,2015-11-29,192,34,810,903,55951,0
633,2016-06-26,192,34,810,903,57163,0
634,2016-12-23,192,22,801,901,76000,0
635,2018-02-16,192,22,801,901,81236,0
